
File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
252,01-01-2006 13:06,25-12-25,64,AMD_01,470,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  3.0392,< LOD,  0.3221,  1.9522,  0.1932,  2.1401,  0.0926,  0.2977,  0.0667, 61.8275,  0.2783,  0.0364,  0.0115,< LOD,  0.0133,  1.8673,  0.0222,< LOD,  0.0120,< LOD,  0.0050,  0.0887,  0.0126,  2.8236,  0.0313,  0.1270,  0.0105,  0.0257,  0.0082,  0.8924,  0.0181,  0.0446,  0.0054,  0.1118,  0.0039,< LOD,  0.0020,  0.0079,  0.0024,  0.4392,  0.0078,< LOD,  0.0027,  0.0470,  0.0025,< LOD,  0.0037,< LOD,  0.0026,  0.0177,  0.0015,< LOD,  0.0019,< LOD,  0.0055,< LOD,  0.0067,  0.0754,  0.0242,  0.1520,  0.0122, 14.0953,  0.1701,< LOD,  0.0713,< LOD,  0.0592,< LOD,  0.0092,< LOD,  0.0075,< LOD,  0.0047,< LOD,  0.0023,< LOD,  0.0056,< LOD,  0.0036,< LOD,  0.0029,  0.0752,  0.0095,  0.2143,  0.0128,< LOD,  0.0088,< LOD,  0.0179,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
253,01-01-2006 13:15,25-12-25,65,AMD_01,471,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.7892,  0.7146,  0.3295,  7.0975,  0.2842,  1.9338,  0.0887,< LOD,  0.0556, 52.0813,  0.2036,  0.3077,  0.0161,  0.0803,  0.0187,  0.4372,  0.0119,< LOD,  0.0066,< LOD,  0.0044,  0.2786,  0.0140,  3.9403,  0.0362,  0.1409,  0.0119,< LOD,  0.0042,  1.7610,  0.0181,  0.0406,  0.0037,  0.1250,  0.0029,< LOD,  0.0010,  0.0121,  0.0014,  0.0628,  0.0023,< LOD,  0.0015,  0.0126,  0.0011,< LOD,  0.0016,  0.0075,  0.0015,,,,,< LOD,  0.0022,< LOD,  0.0033,< LOD,  0.0036,,,< LOD,  0.0253,  0.1290,  0.0073,,,  2.6839,  0.0558,< LOD,  0.0387,< LOD,  0.0414,< LOD,  0.0165,< LOD,  0.0035,< LOD,  0.0024,,,,,,,< LOD,  0.0024,< LOD,  0.0027,  0.0071,  0.0026,< LOD,  0.0023,  0.0630,  0.0051,  0.1182,  0.0065,< LOD,  0.0045,< LOD,  0.0092,Passed
254,01-01-2006 13:18,25-12-25,66,AMD_01,472,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.9372,  0.5017,  0.3273,  0.8135,  0.1705,  2.6698,  0.0990,< LOD,  0.0600, 74.0887,  0.3061,< LOD,  0.0084,< LOD,  0.0107,  0.1557,  0.0077,< LOD,  0.0057,< LOD,  0.0041,  0.0461,  0.0096,  1.6069,  0.0230,  0.1041,  0.0093,  0.0143,  0.0056,  1.3118,  0.0179,  0.0477,  0.0046,  0.1271,  0.0035,< LOD,  0.0014,  0.0044,  0.0018,  0.1866,  0.0044,< LOD,  0.0020,  0.0222,  0.0016,< LOD,  0.0028,  0.0079,  0.0020,,,  0.0103,  0.0014,< LOD,  0.0020,< LOD,  0.0042,< LOD,  0.0048,,,  0.0267,  0.0249,  0.1674,  0.0095,,,  7.6926,  0.1051,< LOD,  0.0515,< LOD,  0.0445,  0.0312,  0.0135,< LOD,  0.0056,< LOD,  0.0036,,,,,,,< LOD,  0.0027,< LOD,  0.0042,  0.0081,  0.0038,< LOD,  0.0030,  0.1235,  0.0084,  0.3423,  0.0121,< LOD,  0.0062,< LOD,  0.0124,Passed
255,01-01-2006 13:21,25-12-25,67,AMD_01,473,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.1423,  0.6324,  0.3521,  3.0245,  0.2247,  1.9156,  0.0885,< LOD,  0.0570, 49.2818,  0.2072,< LOD,  0.0103,  0.6028,  0.0247,  0.3056,  0.0122,< LOD,  0.0058,< LOD,  0.0056,  0.0278,  0.0069, 16.4527,  0.0739,  0.6173,  0.0249,< LOD,  0.0062,  0.1310,  0.0066,  0.0191,  0.0029,  0.0009,  0.0009,  0.0086,  0.0017,  0.0022,  0.0014,  0.1088,  0.0036,< LOD,  0.0017,  0.0230,  0.0016,< LOD,  0.0021,< LOD,  0.0018,,,< LOD,  0.0011,< LOD,  0.0020,< LOD,  0.0024,< LOD,  0.0047,,,< LOD,  0.0209,< LOD,  0.0097,,,< LOD,  0.0278,< LOD,  0.0563,  0.3119,  0.0433,< LOD,  0.0046,< LOD,  0.0022,< LOD,  0.0027,,,,,,,< LOD,  0.0016,< LOD,  0.0032,< LOD,  0.0020,< LOD,  0.0017,  0.0141,  0.0042,  0.0176,  0.0053,< LOD,  0.0056,< LOD,  0.0124,Passed
256,01-01-2006 13:26,25-12-25,68,AMD_01,474,GeoChem,DualSoil, 60.0,CuNi25Zn15, 0.0,Rg2, 0.0,CuNi30Mn, 0.0,,,< LOD,  2.6668,  0.8147,  0.3274, 14.6286,  0.3816,  1.2592,  0.0800,  0.6469,  0.0581, 38.6988,  0.2746,  0.0626,  0.0121,  0.0365,  0.0170,  1.4325,  0.0196,< LOD,  0.0094,< LOD,  0.0046,< LOD,  0.0072,  0.3612,  0.0125,  0.0110,  0.0051,  0.0730,  0.0144, 33.2100,  0.1333,< LOD,  0.0137,  7.2185,  0.0366,  0.0211,  0.0036,< LOD,  0.0022,  0.0858,  0.0046,< LOD,  0.0028,  0.0277,  0.0025,< LOD,  0.0037,< LOD,  0.0029,,,,,,,< LOD,  0.0071,< LOD,  0.0075,,,< LOD,  0.0206,  0.2422,  0.0161,,,  7.8854,  0.1619,< LOD,  0.0939,< LOD,  0.0459,< LOD,  0.0456,< LOD,  0.0057,< LOD,  0.0072,,,,,,,< LOD,  0.0021,< LOD,  0.0085,  0.0392,  0.0091,< LOD,  0.0146,  0.0254,  0.0089,< LOD,  0.0079,  0.0569,  0.0111,< LOD,  0.0198,Passed
257,01-01-2006 13:30,25-12-25,69,AMD_01,475,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.2326,  0.5691,  0.3441,  1.1310,  0.1833,  2.4037,  0.0948,< LOD,  0.0667, 63.9176,  0.2467,< LOD,  0.0091,< LOD,  0.0152,  0.0274,  0.0070,< LOD,  0.0046,  0.0063,  0.0046,  0.0405,  0.0062,  9.6680,  0.0553,  0.4961,  0.0204,  0.0053,  0.0039,  0.0088,  0.0017,  0.0141,  0.0021,  0.0046,  0.0008,< LOD,  0.0010,  0.0018,  0.0011,  0.0041,  0.0014,< LOD,  0.0014,  0.0040,  0.0010,< LOD,  0.0022,< LOD,  0.0015,,,< LOD,  0.0012,< LOD,  0.0020,< LOD,  0.0028,< LOD,  0.0039,,,< LOD,  0.0230,< LOD,  0.0058,,,< LOD,  0.0228,< LOD,  0.0551,  0.4600,  0.0416,< LOD,  0.0032,< LOD,  0.0028,< LOD,  0.0021,,,,,,,< LOD,  0.0014,< LOD,  0.0024,< LOD,  0.0018,< LOD,  0.0015,  0.0057,  0.0035,< LOD,  0.0037,< LOD,  0.0045,< LOD,  0.0103,Passed
258,01-01-2006 13:35,25-12-25,70,AMD_01,476,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.9578,  1.1706,  0.3453,  3.1468,  0.2118,  1.8151,  0.0884,  3.7360,  0.0939, 51.9514,  0.2133,  0.0971,  0.0123,  0.1020,  0.0182,  0.1132,  0.0086,< LOD,  0.0051,< LOD,  0.0046,  0.0236,  0.0058, 10.5046,  0.0618,  0.3487,  0.0189,  0.0034,  0.0033,  0.0049,  0.0013,  0.0042,  0.0012,  0.0038,  0.0006,< LOD,  0.0008,  0.0019,  0.0010,  0.0037,  0.0012,  0.0016,  0.0013,  0.0046,  0.0009,< LOD,  0.0015,< LOD,  0.0013,,,< LOD,  0.0012,,,< LOD,  0.0023,< LOD,  0.0033,,,  0.0238,  0.0229,< LOD,  0.0068,,,< LOD,  0.0240,< LOD,  0.0458,  0.3315,  0.0387,< LOD,  0.0031,< LOD,  0.0013,< LOD,  0.0017,,,,,,,< LOD,  0.0014,< LOD,  0.0020,< LOD,  0.0018,< LOD,  0.0017,  0.0035,  0.0030,< LOD,  0.0032,< LOD,  0.0039,< LOD,  0.0087,Passed
259,01-01-2006 13:39,25-12-25,71,AMD_01,477,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.9990,  0.4745,  0.3279,  2.7973,  0.2202,  2.2438,  0.0941,< LOD,  0.0558, 56.0757,  0.2094,< LOD,  0.0092,  2.7430,  0.0394,  0.0079,  0.0066,< LOD,  0.0045,  0.0069,  0.0043,  0.1377,  0.0095,  6.2409,  0.0460,  0.2412,  0.0153,  0.0045,  0.0044,  1.1196,  0.0160,  0.0202,  0.0029,  0.0036,  0.0007,< LOD,  0.0010,< LOD,  0.0010,< LOD,  0.0013,< LOD,  0.0014,  0.0018,  0.0009,< LOD,  0.0017,  0.0020,  0.0014,,,,,,,< LOD,  0.0032,< LOD,  0.0039,,,< LOD,  0.0230,< LOD,  0.0057,,,< LOD,  0.0235,< LOD,  0.0418,  0.3755,  0.0389,< LOD,  0.0118,< LOD,  0.0017,< LOD,  0.0022,,,,,,,< LOD,  0.0017,< LOD,  0.0026,< LOD,  0.0018,< LOD,  0.0014,< LOD,  0.0035,< LOD,  0.0037,< LOD,  0.0046,< LOD,  0.0093,Passed
260,01-01-2006 13:42,25-12-25,72,AMD_01,478,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.4211,  3.0196,  0.3764, 16.0142,  0.3869,  1.4808,  0.0798,< LOD,  0.0428, 34.3512,  0.1320,  0.4517,  0.0173,  4.0377,  0.0431,  0.1887,  0.0087,< LOD,  0.0045,  0.0071,  0.0038,  0.0606,  0.0071,  2.4649,  0.0296,  0.0407,  0.0075,< LOD,  0.0017,  0.0086,  0.0012,  0.0052,  0.0010,  0.0007,  0.0004,< LOD,  0.0005,  0.0029,  0.0007,  0.0133,  0.0010,  0.0018,  0.0009,  0.0082,  0.0007,< LOD,  0.0010,< LOD,  0.0009,,,< LOD,  0.0015,,,< LOD,  0.0023,< LOD,  0.0024,,,< LOD,  0.0253,< LOD,  0.0035,,,  0.0239,  0.0154,< LOD,  0.0374,  0.1699,  0.0295,< LOD,  0.0031,< LOD,  0.0017,< LOD,  0.0011,,,,,,,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0013,< LOD,  0.0011,< LOD,  0.0021,< LOD,  0.0023,< LOD,  0.0029,< LOD,  0.0063,Passed
261,01-01-2006 13:46,25-12-25,73,AMD_01,479,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,  1.6492,  0.7844, 10.4068,  0.5342, 42.4667,  0.6134,  0.1152,  0.0511,  0.2275,  0.0250,  1.0299,  0.0297,  4.8604,  0.0452,  6.5185,  0.0497,  0.1944,  0.0072,  0.0062,  0.0032,< LOD,  0.0029,  0.1314,  0.0109,  0.6833,  0.0176,< LOD,  0.0021,  0.0130,  0.0032,  0.0278,  0.0029,  0.0399,  0.0029,  0.0036,  0.0010,< LOD,  0.0009,  0.0515,  0.0019,  0.0227,  0.0015,< LOD,  0.0014,  0.0103,  0.0010,< LOD,  0.0013,< LOD,  0.0014,,,,,,,  3.4668,  0.0202,< LOD,  0.0053,,,< LOD,  0.0289,< LOD,  0.0060,,,  0.0878,  0.0246,< LOD,  0.0338,< LOD,  0.0165,< LOD,  0.0044,< LOD,  0.0015,< LOD,  0.0021,,,,,,,< LOD,  0.0019,< LOD,  0.0025,< LOD,  0.0012,< LOD,  0.0011,  0.0051,  0.0034,  0.0093,  0.0037,< LOD,  0.0042,< LOD,  0.0090,Passed
262,01-01-2006 13:49,25-12-25,74,AMD_01,480,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.0733,  1.0387,  0.3753,  4.1039,  0.2465,  1.6796,  0.0839,< LOD,  0.0568, 47.0997,  0.2092,  0.2999,  0.0169,  0.4608,  0.0235,< LOD,  0.0080,  0.0347,  0.0059,< LOD,  0.0059,  0.0684,  0.0080, 19.7088,  0.0809,  0.7551,  0.0270,  0.0119,  0.0072,  0.0605,  0.0050,  0.0077,  0.0022,  0.0335,  0.0020,  0.0016,  0.0014,  0.0070,  0.0016,  0.0034,  0.0020,< LOD,  0.0019,  0.0037,  0.0012,< LOD,  0.0027,  0.0034,  0.0019,,,< LOD,  0.0010,< LOD,  0.0019,< LOD,  0.0020,< LOD,  0.0051,,,  0.0453,  0.0195,< LOD,  0.0105,,,< LOD,  0.0302,< LOD,  0.0406,  0.2481,  0.0423,< LOD,  0.0037,< LOD,  0.0022,< LOD,  0.0028,,,,,,,< LOD,  0.0013,< LOD,  0.0033,< LOD,  0.0020,< LOD,  0.0019,  0.0169,  0.0044,  0.0075,  0.0051,< LOD,  0.0060,< LOD,  0.0123,Passed
263,01-01-2006 13:52,25-12-25,75,AMD_01,481,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.7525,  1.7565,  0.3863,  9.7955,  0.3336,  1.2105,  0.0778,  0.3307,  0.0571, 32.2529,  0.1466,  0.5183,  0.0198,  4.2355,  0.0472,  0.0478,  0.0088,  0.0218,  0.0056,< LOD,  0.0054,  0.0557,  0.0078, 16.3776,  0.0775,  0.3394,  0.0210,  0.0055,  0.0051,  0.0674,  0.0049,  0.0037,  0.0017,  0.0508,  0.0022,< LOD,  0.0010,  0.0046,  0.0013,  0.0279,  0.0021,< LOD,  0.0016,  0.0056,  0.0011,< LOD,  0.0022,  0.0060,  0.0018,,,< LOD,  0.0011,,,< LOD,  0.0021,< LOD,  0.0043,,,< LOD,  0.0190,< LOD,  0.0089,,,< LOD,  0.0264,< LOD,  0.0365,  0.1211,  0.0367,< LOD,  0.0040,< LOD,  0.0018,< LOD,  0.0023,,,,,,,< LOD,  0.0014,< LOD,  0.0027,< LOD,  0.0019,< LOD,  0.0018,  0.0093,  0.0034,  0.0065,  0.0041,< LOD,  0.0051,< LOD,  0.0106,Passed
264,01-01-2006 13:56,25-12-25,76,AMD_01,482,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.9271,  0.7780,  0.3364,  5.0927,  0.2606,  2.0964,  0.0943,< LOD,  0.0531, 48.7660,  0.1972,< LOD,  0.0098,  1.3091,  0.0300,  0.0884,  0.0083,< LOD,  0.0053,< LOD,  0.0047,  0.5233,  0.0172,  5.8957,  0.0447,  0.2077,  0.0153,  0.0102,  0.0060,  6.1429,  0.0372,  0.0250,  0.0044,  0.0085,  0.0009,< LOD,  0.0010,< LOD,  0.0011,  0.0182,  0.0017,  0.0026,  0.0015,  0.0050,  0.0010,< LOD,  0.0021,< LOD,  0.0018,,,< LOD,  0.0013,< LOD,  0.0021,< LOD,  0.0030,< LOD,  0.0039,,,< LOD,  0.0232,< LOD,  0.0059,,,< LOD,  0.0296,< LOD,  0.0427,  0.2641,  0.0401,< LOD,  0.0269,< LOD,  0.0018,< LOD,  0.0022,,,,,,,< LOD,  0.0017,< LOD,  0.0026,< LOD,  0.0019,< LOD,  0.0016,< LOD,  0.0035,< LOD,  0.0038,< LOD,  0.0047,< LOD,  0.0104,Passed
265,01-01-2006 14:02,25-12-25,77,AMD_01,483,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.1667,  0.4636,  0.3192,< LOD,  0.1594,  2.7762,  0.0993,< LOD,  0.0601, 72.7348,  0.2565,< LOD,  0.0076,< LOD,  0.0104,< LOD,  0.0053,< LOD,  0.0043,  0.0101,  0.0039,  0.0419,  0.0055,  1.4509,  0.0213,  0.1194,  0.0096,< LOD,  0.0027,  0.5208,  0.0085,  0.0320,  0.0026,  0.0037,  0.0006,< LOD,  0.0008,  0.0014,  0.0009,  0.0095,  0.0012,  0.0017,  0.0012,  0.0035,  0.0008,< LOD,  0.0015,< LOD,  0.0015,,,< LOD,  0.0014,< LOD,  0.0023,< LOD,  0.0027,< LOD,  0.0031,,,< LOD,  0.0263,< LOD,  0.0045,,,  0.0305,  0.0181,< LOD,  0.0500,  0.5822,  0.0421,  0.0397,  0.0113,< LOD,  0.0013,< LOD,  0.0018,,,,,,,< LOD,  0.0019,< LOD,  0.0022,< LOD,  0.0018,< LOD,  0.0015,< LOD,  0.0032,< LOD,  0.0031,< LOD,  0.0038,< LOD,  0.0083,Passed
266,01-01-2006 14:07,25-12-25,78,AMD_01,484,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.4201,  0.7321,  0.3338,  3.6474,  0.2683,  1.5204,  0.0977,  0.1250,  0.0494, 28.3793,  0.1174,< LOD,  0.0139, 26.5580,  0.1072,  0.4461,  0.0143,< LOD,  0.0079,< LOD,  0.0045,  0.1206,  0.0130,  3.0433,  0.0412,  0.0230,  0.0083,  0.0050,  0.0033,  0.0403,  0.0039,  0.0245,  0.0023,  0.0140,  0.0009,< LOD,  0.0008,< LOD,  0.0009,  0.0570,  0.0021,  0.0097,  0.0015,  0.0054,  0.0009,< LOD,  0.0016,< LOD,  0.0013,,,,,< LOD,  0.0023,< LOD,  0.0031,< LOD,  0.0034,,,  0.0274,  0.0220,< LOD,  0.0069,,,  2.0183,  0.0462,< LOD,  0.0373,< LOD,  0.0378,< LOD,  0.0036,< LOD,  0.0013,< LOD,  0.0019,,,,,,,< LOD,  0.0017,< LOD,  0.0022,< LOD,  0.0017,< LOD,  0.0014,< LOD,  0.0031,< LOD,  0.0032,< LOD,  0.0041,< LOD,  0.0089,Passed
267,01-01-2006 14:10,25-12-25,79,AMD_01,485,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.4980,  0.8380,  0.3417,  7.7274,  0.3131,  1.4980,  0.0897,< LOD,  0.0459, 33.4541,  0.1357,  0.1947,  0.0156, 15.9842,  0.0846,  0.0155,  0.0076,< LOD,  0.0051,< LOD,  0.0044,  0.2502,  0.0136,  6.8150,  0.0556,  0.0961,  0.0126,  0.0033,  0.0030,  0.0437,  0.0035,  0.0048,  0.0012,  0.0025,  0.0006,< LOD,  0.0007,  0.0021,  0.0009,  0.0068,  0.0011,  0.0032,  0.0012,  0.0023,  0.0007,< LOD,  0.0014,  0.0017,  0.0012,,,< LOD,  0.0012,,,< LOD,  0.0023,< LOD,  0.0031,,,< LOD,  0.0213,  0.0062,  0.0046,,,< LOD,  0.0193,< LOD,  0.0469,  0.1480,  0.0330,< LOD,  0.0035,< LOD,  0.0012,< LOD,  0.0015,,,,,,,< LOD,  0.0014,< LOD,  0.0018,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0027,< LOD,  0.0029,< LOD,  0.0036,< LOD,  0.0076,Passed
268,01-01-2006 14:14,25-12-25,80,AMD_01,486,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.8416,  0.5374,  0.3190,  1.3091,  0.2101,  2.0600,  0.0978,< LOD,  0.0518, 47.9980,  0.1663,< LOD,  0.0109, 13.6075,  0.0780,  0.0341,  0.0068,< LOD,  0.0049,< LOD,  0.0039,  0.1951,  0.0116,  1.2969,  0.0237,  0.0253,  0.0065,< LOD,  0.0021,  0.0135,  0.0018,  0.0054,  0.0011,  0.0030,  0.0005,< LOD,  0.0006,< LOD,  0.0008,  0.0081,  0.0011,  0.0012,  0.0011,  0.0015,  0.0007,< LOD,  0.0016,  0.0014,  0.0011,,,< LOD,  0.0014,< LOD,  0.0024,  0.0049,  0.0027,< LOD,  0.0029,,,< LOD,  0.0259,< LOD,  0.0059,,,< LOD,  0.0170,< LOD,  0.0331,  0.3039,  0.0363,< LOD,  0.0031,< LOD,  0.0010,< LOD,  0.0013,,,,,,,< LOD,  0.0015,< LOD,  0.0015,< LOD,  0.0016,< LOD,  0.0013,  0.0033,  0.0027,< LOD,  0.0027,< LOD,  0.0034,< LOD,  0.0069,Passed
269,01-01-2006 14:17,25-12-25,81,AMD_01,487,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.3151,  1.1096,  0.3269,  2.6876,  0.2453,  1.4778,  0.0955,< LOD,  0.0445, 29.8635,  0.1310,< LOD,  0.0130, 23.4119,  0.1021,  0.0722,  0.0090,< LOD,  0.0058,< LOD,  0.0042,  0.1745,  0.0122,  1.9288,  0.0321,  0.0123,  0.0074,  0.0051,  0.0042,  8.3606,  0.0528,  0.0034,  0.0032,< LOD,  0.0004,< LOD,  0.0009,< LOD,  0.0010,  0.0124,  0.0014,< LOD,  0.0013,  0.0028,  0.0009,< LOD,  0.0020,  0.0020,  0.0014,,,< LOD,  0.0012,< LOD,  0.0022,< LOD,  0.0032,< LOD,  0.0036,,,< LOD,  0.0215,< LOD,  0.0075,,,< LOD,  0.0225,< LOD,  0.0623,  0.1315,  0.0337,< LOD,  0.0254,< LOD,  0.0016,< LOD,  0.0017,,,,,,,< LOD,  0.0014,< LOD,  0.0018,< LOD,  0.0020,< LOD,  0.0015,< LOD,  0.0034,< LOD,  0.0034,< LOD,  0.0044,< LOD,  0.0095,Passed
270,01-01-2006 14:21,25-12-25,82,AMD_01,488,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.4693,  2.5999,  0.3646, 14.2027,  0.3650,  1.4761,  0.0798,  1.0577,  0.0598, 35.3411,  0.1378,  0.6938,  0.0202,  2.7518,  0.0369,  0.2874,  0.0099,< LOD,  0.0048,< LOD,  0.0038,  0.0340,  0.0062,  3.5741,  0.0357,  0.0725,  0.0094,  0.0026,  0.0023,  0.0144,  0.0016,  0.0075,  0.0013,  0.0007,  0.0005,< LOD,  0.0007,  0.0042,  0.0009,  0.0423,  0.0016,  0.0015,  0.0011,  0.0119,  0.0009,< LOD,  0.0012,< LOD,  0.0011,,,< LOD,  0.0014,< LOD,  0.0025,< LOD,  0.0024,< LOD,  0.0029,,,< LOD,  0.0237,< LOD,  0.0060,,,  0.0891,  0.0202,< LOD,  0.0314,  0.1215,  0.0298,< LOD,  0.0034,< LOD,  0.0020,< LOD,  0.0014,,,,,,,< LOD,  0.0015,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0011,< LOD,  0.0026,< LOD,  0.0028,< LOD,  0.0035,< LOD,  0.0077,Passed
271,01-01-2006 14:35,25-12-25,83,AMD_01,489,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.7460,  0.6494,  0.3232,  4.4522,  0.2541,  1.9151,  0.0915,< LOD,  0.0512, 46.2119,  0.1651,  0.1671,  0.0140,  9.4234,  0.0657,  0.0273,  0.0067,< LOD,  0.0046,< LOD,  0.0039,  0.2277,  0.0122,  3.2949,  0.0361,  0.0758,  0.0100,  0.0025,  0.0024,  0.0117,  0.0018,  0.0048,  0.0012,  0.0043,  0.0005,< LOD,  0.0007,  0.0023,  0.0009,  0.0080,  0.0011,  0.0038,  0.0012,  0.0017,  0.0007,< LOD,  0.0016,< LOD,  0.0011,,,< LOD,  0.0014,,,< LOD,  0.0025,< LOD,  0.0030,,,< LOD,  0.0247,< LOD,  0.0061,,,< LOD,  0.0181,< LOD,  0.0335,  0.2935,  0.0345,< LOD,  0.0030,< LOD,  0.0019,< LOD,  0.0014,,,,,,,< LOD,  0.0015,< LOD,  0.0017,< LOD,  0.0015,< LOD,  0.0011,< LOD,  0.0027,< LOD,  0.0028,< LOD,  0.0035,< LOD,  0.0078,Passed
272,01-01-2006 14:38,25-12-25,84,AMD_01,490,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.8940,  0.8112,  0.3428,  4.6863,  0.2563,  2.2142,  0.0974,< LOD,  0.0559, 48.1643,  0.1933,< LOD,  0.0104,  3.3420,  0.0429,  0.0616,  0.0080,< LOD,  0.0052,  0.0057,  0.0048,  1.3986,  0.0275,  9.3059,  0.0571,  0.3232,  0.0184,  0.0083,  0.0052,  1.1639,  0.0173,  0.0165,  0.0028,  0.0119,  0.0011,< LOD,  0.0010,< LOD,  0.0011,  0.0284,  0.0019,  0.0029,  0.0015,  0.0052,  0.0010,< LOD,  0.0021,  0.0015,  0.0015,,,< LOD,  0.0012,,,< LOD,  0.0026,< LOD,  0.0038,,,< LOD,  0.0217,< LOD,  0.0080,,,  0.0501,  0.0244,< LOD,  0.0383,  0.2738,  0.0394,< LOD,  0.0114,< LOD,  0.0017,< LOD,  0.0021,,,,,,,< LOD,  0.0016,< LOD,  0.0025,< LOD,  0.0018,< LOD,  0.0015,  0.0047,  0.0034,  0.0051,  0.0038,< LOD,  0.0046,< LOD,  0.0101,Passed


